,基金id,計價幣別,基金公司/總代理人,成立時間,基金規模,投資策略
685,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2013/05/20,152百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將該基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，基金資產組合之加權平均存續期間應在一年(含)以上。 (二)原則上該基金自成立日起六個月後： 1.投資於人民幣計價債券之總金額，不得低於該基金淨資產價值之百分之六十(含)。 2.投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十(含)。
686,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2016/07/04,0百萬  截至 2019/03/20,原則上，本基金自成立日起六個月後，投資於中華民國與國外地區之股票(含承銷股票)總金額，不得低於本基金淨資產價值之百分之七十(含)；且投資於外國有價證券之總金額，不得低於本基金淨資產價值之百分之六十（含）；且投資於物聯網及科技相關產業之有價證券總金額，不得低於本基金淨資產價值之百分之六十(含)。
687,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2006/04/17,597百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於亞太地區(含中華民國境內)之有價證券總金額，不得低於本基金淨資產價值之百分之六十，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
688,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2006/09/13,"1,810百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起屆滿三個月後，投資於外國子基金之總金額，不得低於本基金淨資產價值之百分之六十五；且投資於國內外債券型、固定收益型及類貨幣市場型基金之總金額，不得低於本基金淨資產價值之百分之六十；且投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十，但上述投資地區發生下述特殊情況，迄恢復正常後一個月止，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
689,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2007/01/22,"1,054百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。 以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起六個月後，投資於上述國外地區之有價證券總金額，最高不得超過本基金淨資產價值之百分之九十，最低不得低於本基金淨資產價值之百分之五十，而投資於亞太地區(含中華民國境內)之有價證券總金額，不得低於本基金淨資產價值之百分之六十，但上述投資地區發生下述特殊情形，迄特殊情形結束後三十個營業日內，依經理公司之專業判斷，為分散風險，確保基金安全之目的，得不受上述比例之限制。
690,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2014/04/07,448百萬  截至 2019/03/20,原則上，本基金自成立日起三個月後，基金資產組合之加權平均存續期間應在一年（含）以上，且加權平均存續期間月平均值為三年（含）以下。原則上本基金自成立日起六個月后，投資于人民幣計價債券之總金額，不得低於本基金資產價值之百分之六十（含）。
691,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2009/05/07,0百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上本基金自成立日起三個月後，基金資產組合之加權平均存續期間為一年以上，三年以下；自成立日起六個月後，投資於債券買賣斷金額不得低於本基金淨資產價值之百分之七十（含），投資於上述國外地區有價證券之總金額，不得低於本基金淨資產價值之百分之五十（含）。
692,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2009/10/20,"3,128百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將本基金投資於前項八所列之有價證券。原則上，本基金自成立日起屆滿六個月後，投資於本國及外國子基金之總金額應達本基金淨資產價值之百分之七十（含）；且投資於外國子基金之總金額應達本基金淨資產價值之百分之五十(含)。本基金至少應投資於五個以上子基金，且每個子基金最高投資上限不得超過本基金淨資產價值之百分之三十。
693,F0000127UU:FO,新台幣,復華證券投資信託股份有限公司,2011/05/06,"1,514百萬  截至 2019/03/20",經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)原則上該基金自成立日起三個月後，基金資產組合之加權平均存續期間為一年以上，三年以下。 (二)原則上該基金自成立日起六個月後，投資於新興市場或設立登記於新興市場之機構或公司所保證或發行之債券總金額，不得低於該基金淨資產價值之百分之六十（含）。 (三)經理公司應於成立日起六個月後，每季度（每年一月、四月、七月、十月）第一個營業日，檢視前一個營業日該基金所持債券是否符合(二)之定義，如因成分國家或地區調整，應於檢視後三個月內採取適當處置，以符合(二)之比例限制。
694,F0000127UU:FO,南非幣,復華證券投資信託股份有限公司,2012/12/11,791百萬  截至 2019/03/20,經理公司應以分散風險、確保基金之安全，並積極追求長期之投資利得及維持收益之安定為目標。以誠信原則及專業經營方式，將各子基金投資於前項八所列之有價證券，並依下列規範進行投資： 原則上該基金自成立日起六個月後，投資於由南非之國家或機構所保證或發行之債券及國際金融組織（如：世界銀行、國際金融公司、非洲開發銀行、亞洲開發銀行、歐洲復興開發銀行、美洲開發銀行、伊斯蘭開發銀行、歐洲投資銀行、北歐投資銀行）發行之南非幣債券合計總金額不得低於該基金淨資產價值之百分之六十(含)。 原則上該基金自成立日起三個月後，基金資產組合之加權平均存續期間為一年(含)以上，且加權平均存續期間月平均值為三年(含)以下。
695,F0000127UU:FO,離岸人民幣,復華證券投資信託股份有限公司,2013/05/20,126百萬  截至 2019/03/21,經理公司應以分散風險、確保基金之安全，並維持收益之安定為目標。以誠信原則及專業經營方式，將該基金投資於前項八所列之有價證券，並依下列規範進行投資： (一)該基金運用於銀行存款、短期票券及債券附買回交易之總金額需達該基金淨資產價值百分之七十以上。但該基金信託契約終止前一月，得不受前述比例之限制。 (二)經理公司運用該基金資產從事證券相關商品交易，須符合金管會之「證券投資信託事業運用證券投資信託基金從事證券相關商品交易應行注意事項」及其他金管會之相關規定，並應遵守下列規定： 1.經理公司得為避險操作目的從事衍生自信用相關金融商品交易(如：信用違約交換CDS、CDX index 及iTraxx Index)，並應就契約違約條件所訂金額取得交易對手之保證。 2.經理公司為避險目的得利用換匯、遠期外匯、換匯換利交易、匯率選擇權及一籃子外幣間匯率避險交易(Proxy Basket Hedge)(含換匯、遠期外匯、換匯換利及匯率選擇權等)等交易方式，處理該基金資產之匯入匯出，並應符合中華民國中央銀行及金管會之相關規定。如因有關法令或相關規定修改者，從其規定。
