單詞	TF	DF	TF-IDF
重點	16	10	5.191697764
配合	16	16	4.741792831
述指	16	16	4.741792831
質化	16	12	5.017172797
認定	16	15	4.803571501
該公	16	15	4.803571501
評價	16	14	4.86961404
表所	16	16	4.741792831
股總	16	16	4.741792831
的預	16	16	4.741792831
用品	16	14	4.86961404
用分	16	16	4.741792831
生的	16	8	5.40529906
生活	16	7	5.533120269
法及	16	16	4.741792831
會依	16	16	4.741792831
於指	16	11	5.100463319
或者	16	16	4.741792831
成員	16	8	5.40529906
應?	16	16	4.741792831
平台	16	13	4.940552944
差等	16	16	4.741792831
媒體	16	16	4.741792831
各種	16	12	5.017172797
及歐	16	16	4.741792831
勢之	16	15	4.803571501
券係	16	15	4.803571501
元以	16	16	4.741792831
保本	16	8	5.40529906
佣金	16	16	4.741792831
亞及	16	16	4.741792831
之特	16	16	4.741792831
之具	16	16	4.741792831
一之	16	16	4.741792831
額達	15	14	4.807689523
選股	15	11	5.035603204
賽普	15	15	4.742486814
衰退	15	15	4.742486814
自有	15	15	4.742486814
網站	15	5	5.780746206
穆迪	15	14	4.807689523
稅後	15	13	4.877726331
研判	15	9	5.225249939
獲取	15	15	4.742486814
為非	15	15	4.742486814
歐盟	15	15	4.742486814
搭配	15	15	4.742486814
或因	15	15	4.742486814
性或	15	15	4.742486814
如基	15	15	4.742486814
基因	15	13	4.877726331
器械	15	15	4.742486814
含新	15	15	4.742486814
含中	15	15	4.742486814
名之	15	9	5.225249939
合作	15	10	5.125677464
出現	15	15	4.742486814
內經	15	15	4.742486814
僅限	15	15	4.742486814
備等	15	10	5.125677464
保險	15	15	4.742486814
佈局	15	11	5.035603204
以致	15	15	4.742486814
?新	14	9	5.153301977
電力	14	12	4.885167452
雲端	14	9	5.153301977
關鍵	14	13	4.810563521
配發	14	12	4.885167452
運輸	14	14	4.74149107
述特	14	14	4.74149107
藍籌	14	12	4.885167452
藉此	14	14	4.74149107
與配	14	12	4.885167452
與國	14	14	4.74149107
而成	14	14	4.74149107
策?	14	12	4.885167452
為負	14	14	4.74149107
浮動	14	14	4.74149107
機場	14	9	5.153301977
根據	14	14	4.74149107
未?	14	7	5.387539983
會同	14	14	4.74149107
最低	14	11	4.966266542
更替	14	14	4.74149107
時間	14	14	4.74149107
數是	14	14	4.74149107
數位	14	7	5.387539983
所載	14	14	4.74149107
或外	14	14	4.74149107
成熟	14	14	4.74149107
應用	14	14	4.74149107
性之	14	14	4.74149107
復甦	14	14	4.74149107
將以	14	14	4.74149107
實境	14	7	5.387539983
富達	14	14	4.74149107
品或	14	12	4.885167452
及?	14	14	4.74149107
十四	14	8	5.26308184
加拉	14	13	4.810563521
分別	14	14	4.74149107
八十	14	13	4.810563521
但其	14	14	4.74149107
以提	14	14	4.74149107
之在	14	14	4.74149107
之佣	14	14	4.74149107
之下	14	14	4.74149107
並同	14	14	4.74149107
??	13	12	4.811906414
金流	13	11	4.891789291
醫院	13	7	5.306745051
設計	13	8	5.18415336
衡量	13	13	4.738421291
處分	13	11	4.891789291
肯亞	13	13	4.738421291
總和	13	12	4.811906414
約旦	13	13	4.738421291
研發	13	13	4.738421291
知名	13	7	5.306745051
目前	13	9	5.076019826
的從	13	13	4.738421291
略性	13	7	5.306745051
申購	13	10	4.979291083
為大	13	13	4.738421291
有股	13	13	4.738421291
最適	13	13	4.738421291
書之	13	13	4.738421291
於不	13	13	4.738421291
性零	13	12	4.811906414
幅度	13	13	4.738421291
對手	13	10	4.979291083
定比	13	13	4.738421291
含印	13	13	4.738421291
及泛	13	4	5.820513719
南等	13	13	4.738421291
利之	13	7	5.306745051
內發	13	13	4.738421291
但本	13	13	4.738421291
件之	13	13	4.738421291
以該	13	13	4.738421291
雄鷹	12	4	5.72480003
開始	12	12	4.732778465
部份	12	12	4.732778465
達新	12	11	4.811347732
過去	12	12	4.732778465
轉型	12	12	4.732778465
資?	12	12	4.732778465
調降	12	12	4.732778465
規劃	12	6	5.358674386
處於	12	11	4.811347732
競爭	12	11	4.811347732
程序	12	6	5.358674386
移動	12	12	4.732778465
的動	12	12	4.732778465
為由	12	12	4.732778465
歐美	12	12	4.732778465
方面	12	12	4.732778465
整合	12	12	4.732778465
或高	12	12	4.732778465
或新	12	6	5.358674386
富時	12	8	5.098904108
外不	12	12	4.732778465
名稱	12	7	5.219479877
另一	12	12	4.732778465
利等	12	12	4.732778465
值為	12	12	4.732778465
供應	12	10	4.897410627
位置	12	8	5.098904108
之營	12	7	5.219479877
零件	11	5	5.422921935
除以	11	11	4.723902779
長率	11	7	5.124617231
適用	11	11	4.723902779
達該	11	11	4.723902779
達成	11	10	4.808401503
連續	11	11	4.723902779
通路	11	7	5.124617231
逐步	11	11	4.723902779
若本	11	11	4.723902779
與亞	11	11	4.723902779
股出	11	11	4.723902779
由大	11	6	5.261281918
潛?	11	7	5.124617231
求穩	11	11	4.723902779
每月	11	9	4.90181051
每年	11	8	5.006232895
本之	11	6	5.261281918
於有	11	11	4.723902779
於整	11	11	4.723902779
於所	11	11	4.723902779
於加	11	6	5.261281918
斷金	11	11	4.723902779
擴張	11	11	4.723902779
採用	11	9	4.90181051
應對	11	11	4.723902779
快速	11	11	4.723902779
後依	11	11	4.723902779
基於	11	11	4.723902779
國發	11	11	4.723902779
國機	11	5	5.422921935
反之	11	11	4.723902779
及生	11	9	4.90181051
區塊	11	11	4.723902779
別之	11	11	4.723902779
光電	11	11	4.723902779
債之	11	11	4.723902779
健康	11	9	4.90181051
併入	11	11	4.723902779
休閒	11	10	4.808401503
之參	11	11	4.723902779
之依	11	11	4.723902779
丹利	11	8	5.006232895
不佳	11	11	4.723902779
上將	11	11	4.723902779
?之	10	5	5.312963032
高度	10	10	4.71090304
資或	10	9	4.802418021
貨運	10	5	5.312963032
算之	10	10	4.71090304
硬體	10	10	4.71090304
相較	10	9	4.802418021
的相	10	10	4.71090304
生化	10	10	4.71090304
環保	10	8	4.904723066
現?	10	8	4.904723066
無人	10	7	5.02070696
減少	10	10	4.71090304
每一	10	9	4.802418021
業分	10	9	4.802418021
本金	10	6	5.154600539
本指	10	10	4.71090304
本地	10	10	4.71090304
曲線	10	10	4.71090304
應占	10	10	4.71090304
應包	10	10	4.71090304
廣泛	10	10	4.71090304
幣及	10	10	4.71090304
幣別	10	10	4.71090304
季底	10	10	4.71090304
取得	10	10	4.71090304
及通	10	10	4.71090304
勢或	10	10	4.71090304
力的	10	10	4.71090304
利資	10	8	4.904723066
優異	10	10	4.71090304
儀器	10	2	6.108843049
傳媒	10	8	4.904723066
以期	10	10	4.71090304
人口	10	3	5.756660531
之收	10	10	4.71090304
上漲	10	10	4.71090304
上列	10	9	4.802418021
三地	10	7	5.02070696
本基金	6726	1594	0.738469153
投資於	4968	1871	0.391556973
百分之	3585	1205	1.250045468
公司債	3504	850	1.936132433
或地區	2100	700	2.205859659
國家或	1982	792	1.962600416
之債券	1963	823	1.889106811
益證券	1832	667	2.2650018
總金額	1789	863	1.783717962
得低於	1721	958	1.584546369
金管會	1709	758	2.013863815
確保基	1650	1468	0.795946617
本基?	1647	488	2.812668292
不動產	1642	597	2.442712585
之投資	1637	1431	0.842017016
融債券	1549	753	2.00559553
基金之	1475	1208	1.13968348
發行之	1463	782	1.925362393
之安全	1440	1422	0.842284322
為目標	1375	1368	0.907800521
將本基	1334	1323	0.96483961
證券或	1120	608	2.314322223
額不得	1118	633	2.243030316
個月後	1104	958	1.512418173
原則上	1103	1017	1.407344106
地區之	1056	493	2.666098224
子基金	1044	254	3.820248241
機構所	1016	634	2.217263767
規範進	978	978	1.456923255
國境內	976	635	2.204880328
券之總	944	587	2.332566906
型基金	942	480	2.679345983
六個月	856	741	1.909740259
機構評	843	290	3.505974143
於國內	817	704	1.986934882
並依下	790	790	1.784428897
於外國	762	705	1.969169808
及外國	757	680	2.028544514
得超過	719	509	2.501990149
之受益	716	520	2.465017103
及其他	705	624	2.156013104
股票型	703	480	2.593656837
三個月	666	601	2.204527485
券投資	636	402	2.857253848
募集之	632	528	2.405160651
證券之	628	545	2.351145975
之國家	624	516	2.439551556
債券之	623	385	2.921720851
證券及	588	495	2.490979139
投資比	568	349	3.05088142
之政府	567	541	2.33568303
交易之	564	419	2.750578501
櫃股票	560	356	3.013548879
核准於	559	557	2.284408466
之限制	551	412	2.770525919
債券及	546	480	2.519653708
固定收	543	349	3.034995794
定等級	542	260	3.511744824
外國之	542	429	2.699659931
定收益	534	340	3.071391873
於前述	510	480	2.499681937
之國際	507	493	2.45495532
之上市	493	396	2.798278144
續期間	491	376	2.880016811
之股票	486	369	2.906636768
規定之	475	380	2.851893298
存續期	471	354	2.962101313
之外國	469	335	3.048566574
之公司	466	295	3.2488308
證券交	461	347	2.986363392
投資之	458	365	2.903647141
?證券	439	157	4.223626538
該債券	434	220	3.684881999
特殊情	420	222	3.65621559
其他經	404	351	2.92168968
組合之	403	403	2.704506868
之總額	399	326	3.032861518
所發行	398	332	3.003430817
國內外	397	354	2.902238335
市場交	393	364	2.855206213
券總金	387	308	3.110189519
債券總	380	315	3.068379171
總?額	377	185	3.89206002
債券型	376	202	3.754305295
?動產	374	146	4.255642593
特別股	363	154	4.15772459
達本基	358	293	3.157923239
均存續	351	346	2.894301591
本子基	342	66	5.4279375
?管會	337	218	3.587582065
受前述	331	322	2.983390891
應在一	327	327	2.955396446
級以上	326	256	3.327760305
國證券	325	283	3.173566375
新加坡	317	280	3.179989332
交易所	317	246	3.376829121
不受前	309	298	3.075474454
債務發	302	147	4.134715214
比例之	299	256	3.29219591
年以上	298	298	3.061601859
或投資	285	246	3.332254572
下?規	285	285	3.111456291
總額不	283	247	3.323223155
反向型	282	185	3.754836381
槓桿型	280	189	3.719448065
自成?	277	247	3.314263119
進?投	271	271	3.166853164
債券指	269	174	3.823838609
之目的	267	245	3.310987927
資該國	264	264	3.195256592
生效得	263	230	3.398491026
述投資	261	259	3.218993854
發?之	261	173	3.817772611
額應達	260	238	3.342830544
子基?	258	69	5.174070734
十以上	258	191	3.665506143
不低於	258	193	3.650072174
應達本	254	224	3.422550775
一個月	254	240	3.320530982
公司或	253	138	4.136739494
且投資	251	238	3.327854129
之證券	250	216	3.469289168
評等達	249	134	4.171710334
應符合	249	219	3.447167487
公司之	247	240	3.308694721
到期日	239	133	4.160834447
個月內	237	204	3.52938388
由國家	236	233	3.332759506
發行或	231	209	3.482365088
持有之	231	223	3.387650561
得投資	229	175	3.737526252
以符合	228	221	3.395071076
註冊或	226	108	4.434224482
分國家	224	89	4.710654799
集中交	223	192	3.589886035
得不受	220	210	3.453498825
指數成	219	118	4.287692225
中國大	217	122	4.23427332
述國家	215	149	3.939826195
符合下	214	140	4.027547589
有關法	213	197	3.531361812
收益型	209	116	4.286287377
境外基	208	184	3.618791682
券及依	208	190	3.572551888
之受?	208	169	3.741331472
投資標	207	114	4.305942246
基?受	206	111	4.341592028
額?得	205	132	4.089610623
掛牌之	203	87	4.683190365
國家之	203	124	4.174158679
含本數	198	106	4.385044878
及存託	193	172	3.679571439
性質之	190	163	3.748480681
承銷中	189	171	3.677682277
但依經	187	181	3.591739197
?個月	184	180	3.591884057
之基金	184	169	3.681293706
等級者	181	181	3.576191404
應依下	178	178	3.591816549
終止前	176	176	3.602320606
期債務	176	106	4.317004573
放空型	176	166	3.684771491
加拿大	176	163	3.710477521
公司得	176	128	4.051183765
來西亞	176	161	3.727879078
含政府	172	172	3.623542962
債券發	172	116	4.177046294
股票之	170	134	3.968111342
述所列	168	80	4.684315133
交?之	166	145	3.845077994
之範圍	165	165	3.661392405
內及外	163	119	4.111293558
惟投資	162	129	3.99540267
券及經	161	158	3.709638322
以外之	161	157	3.718480934
股票及	160	136	3.915154616
基金及	160	118	4.112710725
型基?	159	98	4.367427415
相關國	158	43	5.508033333
國內及	157	114	4.150024847
上述國	157	117	4.11397187
之期貨	156	137	3.891559785
並應依	155	155	3.7171187
基金所	154	125	4.011627132
以上之	154	120	4.068137944
發行人	153	139	3.861236832
基金於	153	147	3.783840759
符合本	151	151	3.739985546
幣計價	150	128	3.964529078
定到期	147	147	3.763198001
投資總	146	116	4.085159066
券發行	146	142	3.807232831
之長期	145	79	4.608719502
或跌幅	143	70	4.765672765
及商品	143	139	3.825645275
或債券	142	85	4.495265926
前述之	142	142	3.792717255
之資產	140	124	3.970507446
西班牙	139	136	3.840489423
於成立	139	133	3.870936648
之規定	139	135	3.850563225
債券為	137	119	4.014702953
之新興	137	102	4.224696325
為投資	136	136	3.828910712
任一信	136	130	3.890314149
基金得	135	133	3.855318691
之高收	135	79	4.563477038
的債券	134	43	5.384821504
盧森堡	133	129	3.888763607
度相關	133	33	5.738320474
之指數	133	109	4.117314628
計漲幅	131	66	4.787840626
等國家	131	123	3.945051493
財政部	130	125	3.91902696
為符合	130	130	3.865986106
調整而	128	70	4.692985391
所投資	128	121	3.954440949
在國內	127	127	3.884869096
前述比	127	122	3.939011508
於上述	126	112	4.049807861
合投資	126	126	3.891216087
於債券	125	122	3.93026276
於基金	124	112	4.040731027
之債務	124	77	4.544115178
述所?	123	23	6.160417002
於美國	123	107	4.097423495
地區或	122	99	4.196882484
義大利	121	119	3.945671049
述比例	120	115	3.986781249
所列標	120	120	3.929867493
外股票	120	118	3.952343172
含當日	120	59	4.879269089
於中國	118	87	4.349576856
融市場	116	72	4.590922811
的投資	116	76	4.518965979
基金資	115	113	3.986170463
列標的	115	115	3.962849791
不含當	114	57	4.889753666
葡萄牙	113	111	3.999925208
之日起	113	113	3.976247166
七十以	113	113	3.976247166
管會之	112	107	4.04346966
於海外	112	67	4.66340305
以上者	112	112	3.982990722
表現之	110	83	4.368575636
相當於	110	106	4.045495265
市場及	110	95	4.190211602
選擇權	109	41	5.293224938
基金為	109	106	4.040219658
原持有	108	108	4.010270427
保證人	108	108	4.010270427
該國家	107	107	4.017168107
及投資	107	100	4.106182847
計價之	106	104	4.049124373
在此限	104	104	4.038052273
紐西蘭	103	99	4.096905244
標的之	103	101	4.0707352
債券不	103	92	4.192856178
資產之	102	100	4.078011676
百慕達	102	102	4.052137198
奧地利	102	102	4.052137198
總額?	101	82	4.331142858
企業所	101	95	4.139137422
菲律賓	100	98	4.092676333
比利時	100	99	4.079448977
定義時	100	100	4.06635456
目所述	99	63	4.66154079
所規定	99	91	4.183135325
得高於	99	92	4.168916737
人民幣	98	84	4.280959705
之相關	98	79	4.360682445
愛爾蘭	97	97	4.087934098
高流動	96	96	4.095196068
高於本	96	79	4.347627857
或其他	96	90	4.178785324
管會所	95	87	4.216254936
登記之	95	89	4.186862559
母公司	95	52	4.881823535
故於基	94	94	4.109824996
於前開	93	93	4.117192555
以及經	93	93	4.117192555
評等之	92	82	4.272708171
總體經	92	62	4.632577699
政府所	92	84	4.241690846
所述之	92	92	4.124595912
可投資	92	86	4.211403409
入前述	92	92	4.124595912
該基金	91	36	5.323756419
評等應	91	85	4.219689474
墨西哥	91	89	4.160594219
計入前	90	90	4.139511224
憑證及	90	80	4.29062818
具優先	90	78	4.323111212
且不得	90	90	4.139511224
之國外	89	85	4.205926283
市場或	88	81	4.26056779
地區掛	88	88	4.154573324
?限制	87	84	4.206958336
高投資	87	87	4.162160161
投資人	87	85	4.191850266
投資上	87	86	4.176918903
所列之	87	87	4.162160161
不計入	86	86	4.16978458
英國另	85	84	4.192503028
及金融	85	84	4.192503028
國企業	84	84	4.185147319
含本?	84	30	5.492762288
地區及	83	79	4.255503353
俄羅斯	83	70	4.408839756
不得高	83	82	4.208252933
發生之	82	82	4.200663806
規定進	81	81	4.208480392
等任一	81	81	4.208480392
比?限	81	78	4.256151672
核准得	81	81	4.208480392
政府或	81	50	4.817851673
太地區	81	33	5.342705433
債券或	81	67	4.448169271
個子基	81	80	4.224171761
資產種	80	77	4.264525375
債券?	80	41	5.059121044
基本面	79	53	4.726538756
則該債	78	78	4.232166643
使該債	78	78	4.232166643
發布之	77	60	4.552862599
八所列	77	77	4.24014171
類投資	76	75	4.264728373
產總額	76	75	4.264728373
及外之	76	16	6.197585135
前述所	76	70	4.351046835
企業債	76	68	4.387313764
於銀行	75	70	4.342358785
保持之	75	75	4.256212682
期債券	74	74	4.264308994
地區註	74	74	4.264308994
券總額	74	73	4.281262881
公司所	74	61	4.505042943
係指下	74	70	4.333554113
以上或	74	74	4.264308994
級債券	73	73	4.272446102
地區發	73	66	4.397799298
國境外	73	63	4.455648115
一致者	73	73	4.272446102
情況下	72	65	4.407544422
大洋洲	72	59	4.527727669
土耳其	72	69	4.333437406
國家及	72	45	4.86386283
及追蹤	72	70	4.31558208
若因信	71	71	4.288843338
最近三	71	70	4.30640797
及其相	71	67	4.360648134
金持有	70	70	4.297103726
及具有	70	70	4.297103726
公司於	70	70	4.297103726
資總金	69	60	4.477717437
市場之	69	69	4.305405428
依其專	69	69	4.305405428
以追蹤	69	51	4.678086455
債券即	68	68	4.313748509
股利率	67	24	5.58217678
修正後	67	67	4.322133005
以達到	67	67	4.322133005
?以上	66	66	4.330558916
持有該	66	66	4.330558916
或符合	65	63	4.377205334
境外之	65	53	4.588355774
型債券	65	63	4.377205334
及標的	65	64	4.357966625
及債券	65	65	4.339026203
債券外	65	61	4.41661626
上櫃之	65	53	4.588355774
致違反	64	64	4.347534787
組合的	64	41	4.890239098
最高流	64	64	4.347534787
基金最	64	64	4.347534787
到期後	64	64	4.347534787
運用以	63	63	4.35608454
列規定	63	62	4.375536765
不符合	63	63	4.35608454
及美國	62	61	4.384394745
以國內	62	62	4.364675281
述所稱	61	54	4.520751204
述之投	61	61	4.373306774
後?因	61	61	4.373306774
國上市	61	60	4.3933015
及貨幣	61	49	4.63828566
內上市	61	49	4.63828566
係指於	61	61	4.373306774
之發行	61	47	4.688695178
阿根廷	60	60	4.381978717
類主權	59	55	4.475172135
本國上	59	59	4.390690736
成分股	59	29	5.24537116
存放於	59	59	4.390690736
配置比	58	52	4.530496985
種類之	58	58	4.39944238
由外國	58	58	4.39944238
為避險	58	36	4.971818765
投資範	58	58	4.39944238
惟資產	58	58	4.39944238
上市受	58	56	4.44155693
若因指	57	57	4.408233109
流動性	57	57	4.408233109
之機構	57	43	4.745569829
事業之	56	30	5.162004746
中長期	56	56	4.417062288
中央銀	56	45	4.678072856
由中國	55	32	5.070497309
則上本	55	55	4.425929172
不受本	55	55	4.425929172
資股票	54	46	4.625105672
